time,Avg_I_L1,Min_I_L1,Max_I_L1,Avg_I_L2,Min_I_L2,Max_I_L2,Avg_I_L3,Min_I_L3,Max_I_L3,Avg_U_L1,Min_U_L1,Max_U_L1,Avg_U_L2,Min_U_L2,Max_U_L2,Avg_U_L3,Min_U_L3,Max_U_L3,Avg_b_charge,Min_b_charge,Max_b_charge,Avg_P,Min_P,Max_P,Avg_Q,Min_Q,Max_Q
02.01.1840 06:10:00,81.99,11.95,27.68,60.60,98.31,74.20,81.45,110.90,108.87,7.56,8.51,10.52,8.41,61.81,100.70,8.69,56.16,105.10,18.86,60.43,33.11,30.96,23.63,115.31,115.08,88.80,79.17
02.01.1840 06:15:00,84.53,63.50,74.53,21.66,37.39,106.28,103.00,54.00,117.80,22.00,8.38,102.22,37.58,89.94,96.35,92.21,27.31,53.87,66.24,114.84,73.19,37.83,68.78,115.23,118.02,43.17,60.97
02.01.1840 06:20:00,8.07,7.59,26.35,32.00,109.65,8.27,22.81,60.53,80.35,31.09,39.85,58.57,94.26,59.29,1.94,70.64,37.92,58.19,58.31,71.40,46.80,103.86,1.53,119.21,67.88,116.49,6.61
02.01.1840 06:25:00,20.92,89.88,29.46,59.83,69.04,24.88,11.26,114.43,2.26,8.22,43.65,48.71,35.47,2.91,8.00,106.06,29.71,25.91,48.96,114.44,74.04,73.90,50.91,0.51,62.48,52.95,117.27
02.01.1840 06:30:00,48.88,83.41,56.43,7.08,5.22,21.62,93.70,95.31,36.81,16.08,90.55,87.29,119.85,57.76,25.83,85.86,23.80,34.07,92.36,39.53,59.48,17.88,42.83,0.90,75.50,117.84,105.80
02.01.1840 06:35:00,0.14,24.58,50.70,49.80,96.44,15.56,52.79,74.07,90.32,82.48,107.12,42.18,85.15,67.33,96.62,85.48,38.75,71.04,80.65,89.31,19.66,37.57,94.11,84.58,116.72,64.11,77.00
02.01.1840 06:40:00,19.20,103.78,107.65,70.37,37.70,108.83,81.69,45.54,76.03,34.77,32.47,89.41,32.63,85.51,92.63,36.65,73.46,104.64,14.23,70.83,105.51,9.01,35.82,47.29,34.54,51.47,64.67
02.01.1840 06:45:00,77.15,14.45,30.38,109.74,41.57,51.70,80.39,15.36,32.32,56.42,114.12,21.50,10.65,113.48,70.10,17.58,2.98,47.49,6.82,110.06,9.36,38.48,110.06,98.49,29.66,15.39,87.16
02.01.1840 06:50:00,51.25,71.77,50.89,49.73,54.83,21.86,67.71,60.39,92.14,30.17,76.90,57.68,26.80,0.01,39.61,27.88,106.73,103.41,78.53,0.73,103.49,103.67,89.61,92.28,1.84,2.53,43.19
02.01.1840 06:55:00,4.83,99.18,79.90,31.58,102.35,109.44,116.46,85.13,1.83,2.15,112.93,102.42,60.95,50.66,87.66,117.37,65.56,37.96,53.48,41.18,45.74,70.28,73.69,19.28,91.05,107.40,38.56
02.01.1840 07:00:00,5.69,78.11,112.52,38.14,52.78,100.62,8.18,93.28,93.62,88.68,52.64,82.24,8.54,50.94,96.29,53.78,46.96,92.19,10.01,21.07,41.87,110.19,24.01,69.78,88.96,60.39,46.61
02.01.1840 07:05:00,98.82,2.90,2.77,84.16,64.57,37.57,52.72,106.42,114.73,28.00,30.54,117.96,8.48,96.64,61.84,83.40,99.93,50.43,92.85,88.44,119.53,31.69,68.93,63.24,95.16,10.64,68.47
02.01.1840 07:10:00,15.38,16.07,54.28,14.26,55.98,56.34,73.57,7.14,65.37,77.07,53.88,42.11,0.34,50.78,100.78,95.53,103.90,113.82,54.40,58.62,61.06,34.23,63.30,94.01,89.06,61.77,118.01
02.01.1840 07:15:00,23.15,107.86,62.01,6.97,76.65,112.18,4.83,105.81,67.17,76.89,119.50,119.45,34.45,29.74,52.65,0.12,34.41,16.67,64.36,24.84,89.56,107.39,99.68,92.48,119.43,85.30,55.47
02.01.1840 07:20:00,22.45,53.02,0.15,31.50,65.18,38.90,60.09,2.23,40.55,70.40,20.09,35.65,81.83,75.13,75.36,112.50,91.70,8.68,91.60,60.47,107.23,101.48,118.85,57.04,106.56,100.42,45.21
02.01.1840 07:25:00,23.58,85.04,42.76,6.61,116.79,1.77,87.44,69.74,15.43,23.22,89.55,94.38,58.92,60.41,45.43,19.87,66.31,49.26,85.12,75.43,80.56,102.44,42.80,99.15,37.99,24.82,36.58
02.01.1840 07:30:00,65.00,20.24,40.55,25.15,107.96,56.80,24.35,119.28,69.24,56.07,14.79,6.88,59.41,58.02,23.75,23.19,14.43,72.26,89.54,14.89,119.96,82.27,80.81,88.60,50.65,29.72,89.68
02.01.1840 07:35:00,71.95,88.57,55.05,48.77,50.85,118.85,6.81,77.75,20.48,50.67,3.73,64.07,23.05,35.19,109.46,51.25,96.75,27.98,51.51,0.52,24.15,27.61,119.39,18.64,110.65,106.16,98.81
02.01.1840 07:40:00,13.50,76.02,98.49,75.54,99.76,54.45,13.25,113.77,99.05,105.30,86.73,3.20,101.29,102.25,47.90,2.41,64.70,64.22,38.94,68.88,101.97,21.84,46.91,92.90,32.77,8.31,90.45
02.01.1840 07:45:00,24.34,82.16,103.37,94.22,88.39,102.25,5.80,65.69,3.20,54.71,107.41,10.46,50.13,49.36,93.56,65.74,50.92,114.54,96.70,43.03,76.95,39.53,54.40,32.23,76.34,86.83,49.69
02.01.1840 07:50:00,8.11,93.22,119.37,115.92,75.33,25.65,7.46,34.82,111.07,14.07,31.16,98.27,27.84,51.01,109.61,88.34,78.58,117.04,17.45,9.20,82.31,66.40,1.91,68.86,104.10,119.58,72.66
02.01.1840 07:55:00,42.28,58.44,65.19,63.30,36.15,92.40,77.62,72.79,2.27,43.14,103.79,117.03,38.64,66.39,67.43,68.36,76.35,50.30,82.57,64.12,108.53,1.79,56.41,5.51,57.88,1.95,41.90
02.01.1840 08:00:00,81.15,63.20,81.97,93.94,1.42,87.63,33.24,21.12,68.34,103.60,8.56,14.66,51.12,78.90,77.57,101.07,6.07,108.69,17.46,115.01,20.92,12.14,55.79,83.70,110.58,55.91,11.60
02.01.1840 08:05:00,18.14,4.31,63.13,119.25,107.41,13.09,102.09,30.09,0.44,23.20,64.25,88.94,15.46,78.08,15.20,53.92,118.14,54.04,35.13,86.21,28.20,35.12,78.08,79.55,72.03,45.38,110.13
02.01.1840 08:10:00,101.60,24.97,33.65,85.92,89.94,117.31,91.83,18.01,67.56,1.47,49.15,85.76,87.24,8.32,86.85,19.90,0.08,27.24,57.38,4.62,30.24,23.98,102.68,32.23,7.04,103.24,89.49
02.01.1840 08:15:00,95.20,69.59,37.42,52.22,77.05,0.62,99.33,46.11,10.92,60.17,39.61,66.13,14.61,57.44,72.93,107.87,84.21,114.98,19.70,49.19,18.28,83.31,39.65,23.90,106.90,22.34,115.89
02.01.1840 08:20:00,6.64,101.15,27.71,70.51,46.04,50.83,107.97,8.23,58.09,6.48,19.34,96.46,26.76,15.15,7.81,38.33,32.48,25.46,75.71,107.85,48.66,27.88,27.14,0.73,34.05,116.40,12.86
02.01.1840 08:25:00,89.57,57.62,99.91,38.58,78.38,3.26,113.19,79.82,116.22,0.56,66.15,53.65,102.99,77.71,118.77,59.61,12.15,1.81,52.93,77.16,20.76,35.29,113.13,60.51,119.63,14.55,119.30
02.01.1840 08:30:00,59.35,61.80,104.28,78.90,87.14,32.61,67.57,101.66,34.01,79.11,3.42,40.87,82.45,94.38,115.83,36.48,12.98,95.02,114.96,35.39,61.32,77.15,55.14,80.24,5.60,80.12,41.44
02.01.1840 08:35:00,60.23,69.83,10.90,18.69,92.79,107.85,49.86,116.27,97.69,57.36,7.22,92.65,119.76,15.88,23.56,19.98,10.09,41.34,3.36,110.04,49.63,92.31,11.13,113.48,16.88,11.95,83.60
02.01.1840 08:40:00,69.64,42.17,18.30,4.46,80.50,59.28,75.27,32.51,99.93,46.03,112.61,41.84,37.11,83.31,7.10,10.27,105.28,77.75,72.34,71.75,60.53,53.13,87.03,27.58,104.91,42.87,57.65
02.01.1840 08:45:00,43.07,67.76,95.86,59.47,20.24,8.40,106.95,91.67,43.55,16.13,51.97,14.60,41.52,86.18,67.63,88.12,40.78,98.79,17.71,59.30,3.37,22.25,17.57,11.57,100.76,26.57,5.51
02.01.1840 08:50:00,88.34,6.67,41.54,20.68,62.79,40.53,118.75,61.13,93.46,66.44,104.46,97.40,82.03,68.86,86.23,69.48,84.21,12.16,38.03,61.81,38.28,30.37,7.58,66.70,88.62,8.23,69.51
02.01.1840 08:55:00,64.93,53.90,20.65,52.11,18.79,41.31,107.25,4.64,97.82,20.36,13.82,6.42,87.41,33.86,60.09,19.15,13.44,118.29,22.18,35.98,82.83,21.18,41.47,78.29,106.58,19.60,47.38
02.01.1840 09:00:00,79.49,25.68,55.96,92.00,7.55,85.21,76.17,91.75,34.45,47.20,102.50,117.09,61.86,54.64,32.56,32.49,118.97,52.94,96.15,108.30,34.21,54.79,38.25,30.65,48.45,68.51,69.85
02.01.1840 09:05:00,71.49,98.73,84.51,98.30,55.60,80.82,66.64,103.86,106.27,100.38,84.41,81.33,54.54,3.18,72.90,25.36,17.29,63.83,49.13,19.87,37.09,8.42,118.61,61.52,37.98,40.87,88.74
02.01.1840 09:10:00,50.98,75.63,9.35,111.75,107.47,56.94,48.22,28.14,38.21,117.16,110.04,22.12,50.79,63.84,82.47,103.49,45.85,39.45,63.30,81.63,119.72,59.72,23.90,96.19,9.66,83.71,36.40
02.01.1840 09:15:00,74.64,78.35,52.50,6.67,21.90,110.56,15.99,42.51,32.27,96.27,8.26,71.43,24.33,88.38,29.92,38.00,110.93,99.27,31.89,5.73,114.82,75.38,108.64,110.63,60.22,3.51,54.37
02.01.1840 09:20:00,21.81,84.23,47.20,17.61,31.86,102.96,13.85,7.36,42.32,53.39,59.74,82.80,26.91,44.23,38.52,0.42,35.98,78.02,111.06,103.49,44.48,78.03,87.63,46.90,69.63,46.37,104.23
02.01.1840 09:25:00,93.10,35.52,17.06,113.09,52.06,20.43,100.48,69.36,26.23,102.34,85.21,46.20,72.90,89.26,17.85,41.50,44.65,4.05,100.90,71.43,4.38,46.52,10.38,91.57,54.71,105.35,38.10
02.01.1840 09:30:00,9.90,60.74,60.10,110.94,55.47,111.73,10.23,92.10,62.33,102.61,63.11,7.99,36.30,72.92,94.51,96.80,57.95,42.93,93.94,92.06,10.66,69.29,57.98,53.92,36.38,7.92,95.61
02.01.1840 09:35:00,85.83,42.09,7.31,34.97,101.14,20.06,107.72,69.87,48.86,90.75,48.66,10.67,7.78,2.00,31.91,48.38,39.00,23.59,79.24,85.01,73.96,105.78,11.30,96.06,107.28,111.09,107.82
02.01.1840 09:40:00,23.02,108.28,22.57,106.80,9.61,6.44,36.13,42.19,22.67,60.06,74.87,50.53,83.14,16.76,112.53,61.81,87.08,105.47,33.67,77.35,53.27,116.80,21.65,94.20,102.49,77.11,32.41
02.01.1840 09:45:00,44.69,42.07,61.51,37.39,17.75,93.78,21.33,35.95,97.28,55.42,108.91,3.80,80.17,75.51,39.18,63.99,96.25,44.90,70.01,28.80,72.53,21.21,44.31,71.21,27.72,30.46,26.63
02.01.1840 09:50:00,17.07,98.08,96.79,49.88,4.93,40.38,91.72,21.70,85.24,86.78,68.75,117.85,72.71,3.82,94.26,69.73,79.95,88.16,2.49,118.28,4.01,3.24,119.51,100.87,36.63,4.44,92.37
02.01.1840 09:55:00,27.44,61.62,108.07,92.17,119.61,4.16,118.54,96.28,94.16,72.06,22.38,78.23,74.24,101.86,5.19,13.72,53.73,13.99,93.20,39.62,80.88,98.37,22.01,66.45,108.34,90.37,117.66
02.01.1840 10:00:00,72.81,71.19,36.82,14.60,8.43,76.17,43.84,62.65,56.15,98.63,87.54,114.00,67.89,8.63,58.82,4.05,8.46,96.28,93.48,51.31,16.29,98.31,115.85,73.31,53.12,51.48,44.99
02.01.1840 10:05:00,9.40,99.89,3.97,104.34,99.07,29.42,51.92,28.43,59.30,13.36,119.14,38.55,110.28,25.23,37.79,25.90,68.27,99.60,68.38,100.86,109.79,47.51,11.80,90.41,51.87,111.58,88.63
02.01.1840 10:10:00,107.41,81.83,46.20,90.96,23.22,82.00,78.80,118.14,116.68,37.63,43.82,111.23,55.43,111.22,31.09,103.00,38.87,69.10,119.05,101.02,95.29,2.29,46.08,6.55,1.31,5.05,12.06
02.01.1840 10:15:00,25.82,76.89,87.30,72.14,14.44,80.64,3.71,23.34,82.88,109.36,69.08,83.40,9.24,95.91,13.67,119.79,13.95,68.44,2.38,104.32,80.64,111.79,85.20,65.75,56.10,60.89,117.31
02.01.1840 10:20:00,57.40,43.33,46.86,104.84,31.86,93.92,90.52,60.82,113.96,1.49,29.08,65.79,84.95,85.30,56.64,48.84,105.86,62.84,91.00,7.98,105.83,94.74,64.08,9.04,76.98,65.69,55.83
02.01.1840 10:25:00,59.76,77.54,37.37,54.28,36.36,98.50,36.34,24.85,61.31,116.86,33.12,100.92,45.99,9.42,82.24,21.87,67.17,67.68,117.99,42.99,73.20,94.78,58.31,58.78,46.79,29.15,5.17
02.01.1840 10:30:00,5.70,37.58,39.18,105.96,66.71,73.28,1.84,10.50,55.82,56.87,48.86,68.09,4.67,101.17,102.36,22.26,35.58,4.69,92.02,108.96,69.71,118.28,15.59,34.73,10.73,98.99,83.88
02.01.1840 10:35:00,20.92,79.25,20.92,94.84,71.70,96.95,94.77,5.92,70.62,85.44,72.83,113.46,60.69,70.90,69.76,106.35,46.03,48.71,64.53,39.27,36.84,86.85,68.59,51.90,23.86,78.01,60.02
02.01.1840 10:40:00,44.78,102.27,50.63,103.82,7.70,59.10,56.71,77.11,91.06,118.90,78.87,90.18,104.27,36.04,71.99,10.42,72.14,109.34,20.12,16.12,76.14,43.28,21.06,42.51,13.55,70.57,117.54
02.01.1840 10:45:00,16.84,102.77,37.95,0.40,23.61,17.07,68.48,105.27,0.20,83.04,80.61,7.54,114.29,98.16,33.40,113.29,89.71,105.55,0.97,34.32,29.58,67.64,52.65,115.65,103.31,8.88,66.37
02.01.1840 10:50:00,63.55,27.59,91.06,66.86,109.59,2.80,37.11,13.45,55.40,14.12,5.90,38.92,99.03,60.09,55.54,9.28,36.75,58.51,56.11,118.49,11.92,93.30,47.19,54.52,36.08,78.45,10.75
02.01.1840 10:55:00,67.96,49.67,82.91,34.20,102.16,14.59,60.35,22.43,6.33,93.25,33.96,119.23,96.28,32.05,23.20,39.95,74.46,70.79,28.81,9.30,70.82,80.11,73.84,97.20,6.38,54.08,72.84
02.01.1840 11:00:00,17.22,106.34,105.10,65.85,115.13,34.12,68.89,114.82,67.37,59.76,16.72,83.19,95.13,14.13,46.17,113.17,110.05,38.16,75.21,42.99,92.10,63.32,28.66,60.91,73.23,89.16,89.98
02.01.1840 11:05:00,117.90,9.88,18.13,19.21,109.40,68.20,68.03,29.38,86.67,46.69,90.46,5.01,15.90,41.54,36.88,8.71,30.83,11.39,36.72,71.04,49.91,6.57,90.52,17.36,10.18,98.69,91.80
02.01.1840 11:10:00,21.95,11.67,12.13,118.32,39.27,63.05,65.62,91.21,57.70,75.09,69.45,40.21,62.50,19.77,102.44,62.71,54.31,81.19,49.00,103.94,33.63,94.05,73.56,93.41,48.29,24.27,14.22
02.01.1840 11:15:00,10.48,12.08,78.31,61.18,102.48,51.75,76.55,119.81,114.16,55.27,28.66,25.89,92.64,29.30,103.52,99.85,12.95,3.08,18.11,6.32,91.04,67.43,28.59,47.97,2.92,60.26,40.97
02.01.1840 11:20:00,5.73,92.64,8.87,119.95,105.94,51.15,82.18,18.79,2.61,36.21,68.26,50.10,94.41,76.74,62.98,6.12,99.77,57.53,53.61,55.65,107.50,70.64,26.99,104.11,48.89,28.74,65.36
02.01.1840 11:25:00,11.72,43.01,28.09,46.37,5.85,99.41,86.22,53.99,9.02,56.37,44.16,47.86,48.57,36.61,38.86,44.47,52.55,70.42,73.81,54.11,70.30,10.66,14.94,35.85,82.94,25.99,2.69
02.01.1840 11:30:00,104.27,84.12,80.78,95.61,56.09,90.16,14.19,8.78,20.91,54.62,46.65,20.67,59.00,64.99,112.26,20.25,60.57,71.16,54.22,75.30,91.24,94.92,98.64,13.40,21.06,108.43,100.96
02.01.1840 11:35:00,66.76,77.02,12.52,7.67,108.47,71.97,71.73,62.32,118.96,58.14,92.66,21.69,91.87,82.44,22.32,82.73,97.39,6.17,110.07,83.12,6.84,83.98,77.52,79.31,90.62,90.63,25.29
02.01.1840 11:40:00,53.18,38.10,48.41,103.28,79.94,100.39,91.87,100.05,89.94,92.75,18.57,88.04,61.14,69.89,13.05,103.32,13.29,115.47,109.27,40.75,53.29,43.04,78.46,63.60,74.24,100.20,62.25
02.01.1840 11:45:00,114.66,42.02,110.05,64.01,9.45,20.99,29.46,38.82,67.85,0.59,44.16,1.47,54.95,15.92,97.30,19.63,57.23,42.72,78.50,108.57,31.44,96.09,40.92,89.82,78.04,54.35,84.18
02.01.1840 11:50:00,20.84,89.07,96.24,71.30,49.55,100.69,9.25,48.58,112.51,35.61,43.39,91.83,45.63,23.58,69.16,81.62,68.64,119.02,86.66,101.37,7.44,67.22,65.01,105.90,72.50,83.85,11.66
02.01.1840 11:55:00,54.17,30.06,26.35,93.65,23.92,32.90,24.33,58.93,42.69,6.94,93.83,6.30,80.61,93.59,66.59,34.10,38.06,33.88,14.24,49.57,75.56,38.33,44.98,92.42,65.17,79.65,42.87
02.01.1840 12:00:00,107.20,100.44,0.09,12.00,43.77,45.61,73.63,78.16,28.07,95.60,45.67,72.25,101.23,3.83,103.40,66.29,19.81,66.07,74.86,58.03,42.79,116.80,114.52,42.62,114.76,88.80,114.14
02.01.1840 12:05:00,55.99,115.09,53.86,96.44,49.67,116.47,25.16,75.00,89.00,106.34,48.71,110.51,71.05,94.35,48.24,75.69,65.02,81.74,10.54,72.67,105.80,21.29,116.63,91.69,12.27,14.57,30.55
02.01.1840 12:10:00,34.46,6.02,107.56,47.28,37.98,65.25,76.68,109.16,80.14,119.73,39.48,20.62,44.36,117.67,66.90,84.20,73.24,3.66,69.58,92.00,42.22,65.24,117.05,92.04,110.30,52.34,26.62
02.01.1840 12:15:00,11.98,83.94,74.24,101.29,21.38,96.20,83.86,52.64,37.01,81.69,33.45,34.47,6.85,26.94,61.16,7.54,43.90,15.75,60.67,66.37,118.75,88.79,42.25,78.05,98.33,83.19,13.98
02.01.1840 12:20:00,11.05,39.86,65.07,10.64,1.60,111.34,16.81,66.12,60.05,60.13,113.14,36.11,97.54,24.74,34.06,39.31,59.83,25.79,34.00,10.76,10.01,16.27,56.10,23.54,88.99,106.76,25.27
02.01.1840 12:25:00,66.32,71.08,98.31,34.33,45.05,45.81,66.03,51.77,106.31,39.60,84.00,98.92,108.51,17.56,7.01,51.50,42.20,68.72,110.40,90.08,59.66,16.34,112.42,63.34,110.74,83.27,46.99
02.01.1840 12:30:00,98.33,67.42,47.16,64.33,94.66,110.32,18.89,95.12,16.23,37.21,68.91,9.98,14.48,85.01,35.46,60.67,32.30,53.52,109.92,86.05,80.11,74.13,51.22,6.46,28.33,20.19,109.96
02.01.1840 12:35:00,99.12,55.26,1.74,8.41,66.49,59.61,77.70,80.85,64.85,55.46,111.14,90.41,72.27,52.66,93.51,1.08,74.13,103.86,75.35,85.59,92.10,93.64,106.21,80.28,112.06,18.13,12.38
02.01.1840 12:40:00,89.65,101.38,114.33,20.30,79.71,12.95,58.30,119.63,2.30,20.72,36.77,12.27,98.88,1.90,70.67,32.67,98.92,9.67,20.63,119.22,81.42,107.36,7.06,66.97,62.94,14.15,116.44
02.01.1840 12:45:00,92.55,96.31,41.84,82.32,9.39,53.82,119.90,13.91,46.24,11.02,61.60,35.62,8.05,66.70,61.08,85.31,68.78,55.94,74.94,63.24,116.51,19.92,109.79,54.40,8.26,46.17,77.77
02.01.1840 12:50:00,21.03,24.81,101.06,74.68,13.99,75.73,20.25,24.84,1.19,66.59,54.31,74.20,109.06,72.50,94.67,96.04,57.39,66.38,10.42,29.42,9.04,21.97,41.97,104.07,49.88,38.77,63.35
02.01.1840 12:55:00,34.61,103.07,54.43,1.92,59.24,91.26,27.86,102.48,47.37,104.69,14.47,106.41,94.41,90.24,119.94,60.55,64.51,40.28,78.51,60.24,67.49,105.23,87.30,8.83,49.25,70.62,31.58
02.01.1840 13:00:00,112.36,33.69,95.12,6.71,100.13,116.48,65.81,40.92,6.82,85.98,4.63,55.20,83.03,112.25,40.07,18.15,6.34,99.55,75.35,100.64,61.55,100.71,75.05,53.97,63.63,22.76,77.10
02.01.1840 13:05:00,24.74,96.83,115.65,5.97,115.51,73.58,22.76,62.15,60.56,97.17,38.68,3.44,63.30,62.04,118.42,32.49,116.11,23.40,41.60,17.05,69.52,97.24,75.54,104.05,76.40,3.56,62.29
02.01.1840 13:10:00,115.60,95.64,112.32,64.27,10.26,55.05,5.29,30.87,63.88,101.97,15.76,46.48,53.86,115.51,118.10,44.42,58.39,98.69,14.77,109.49,6.54,32.26,113.27,109.32,88.13,57.01,47.38
02.01.1840 13:15:00,51.06,34.47,101.07,10.05,19.84,9.35,36.70,32.39,90.32,72.75,33.75,67.83,67.41,73.88,53.73,51.56,97.14,16.19,78.24,114.89,32.81,88.58,22.46,70.53,103.15,70.50,17.66
02.01.1840 13:20:00,32.03,114.95,51.13,22.07,22.26,10.63,91.72,34.84,41.82,113.17,88.43,105.29,20.58,18.36,60.00,51.82,51.46,107.24,104.69,55.41,48.75,110.88,29.51,43.00,41.15,5.60,30.58
02.01.1840 13:25:00,90.30,3.39,61.76,117.04,42.03,54.76,64.18,30.52,17.92,72.82,37.17,111.91,1.77,117.84,82.33,72.68,93.83,4.28,71.65,114.23,6.85,64.22,51.99,63.45,67.25,102.27,59.51
02.01.1840 13:30:00,13.06,110.01,19.70,95.74,95.21,33.86,106.03,21.69,45.49,9.52,27.16,34.58,101.29,91.26,34.61,13.86,111.88,32.75,32.15,35.32,119.00,93.18,31.86,11.87,9.36,38.80,60.72
02.01.1840 13:35:00,55.58,45.91,62.66,36.09,113.76,26.11,34.55,103.03,59.76,49.14,21.16,55.90,94.64,29.47,80.54,85.38,60.69,77.62,96.32,52.25,25.11,111.89,117.92,46.78,6.42,89.68,12.47
02.01.1840 13:40:00,56.63,28.18,106.54,112.36,3.07,1.65,34.45,117.90,97.25,88.62,69.21,62.17,78.90,90.12,82.58,66.51,78.14,65.15,115.42,59.40,87.53,12.38,99.73,53.73,108.62,81.12,68.48
02.01.1840 13:45:00,15.00,117.53,0.84,37.88,51.15,39.21,45.31,26.37,93.09,79.36,90.29,11.98,106.59,82.85,116.89,78.85,107.68,71.20,1.62,40.55,47.08,52.69,75.04,9.34,86.52,57.92,40.63
02.01.1840 13:50:00,8.75,27.09,66.33,40.67,63.73,54.33,39.58,63.63,54.11,112.81,78.81,105.53,92.08,79.70,22.55,97.48,37.80,11.83,33.78,50.57,58.26,18.90,110.81,6.50,22.39,31.19,70.97
02.01.1840 13:55:00,90.46,86.71,28.62,82.71,70.36,88.06,7.67,75.38,110.13,93.70,4.81,34.22,82.91,64.72,89.10,87.79,30.17,101.17,42.95,14.71,113.20,37.34,19.65,118.57,38.29,28.46,104.95
02.01.1840 14:00:00,14.28,0.21,60.62,80.21,52.25,27.06,89.31,45.69,81.30,18.62,73.81,34.27,116.62,41.36,4.66,16.90,75.67,61.20,73.56,1.08,78.13,45.55,119.65,119.05,91.26,3.24,54.07
02.01.1840 14:05:00,84.24,119.25,91.84,102.27,20.31,46.44,74.79,28.57,45.18,111.21,110.95,104.48,68.82,71.33,89.95,44.77,106.07,85.84,118.53,70.87,31.61,47.24,47.49,73.96,112.36,107.03,8.55
02.01.1840 14:10:00,66.72,88.08,80.37,66.82,111.09,42.74,21.27,24.13,45.09,81.07,119.87,111.83,50.85,1.86,89.89,67.39,0.07,14.87,13.19,105.56,18.61,14.50,9.13,6.84,86.72,39.36,43.96
02.01.1840 14:15:00,102.75,61.48,54.51,19.80,104.72,40.12,97.94,16.19,22.61,49.29,74.21,97.46,32.64,110.69,54.27,24.68,114.15,42.59,80.70,45.32,77.89,112.15,23.44,76.39,99.60,87.49,19.17
02.01.1840 14:20:00,102.05,81.61,30.94,37.51,13.72,82.09,64.53,85.25,10.12,39.94,72.46,90.46,101.22,71.65,65.20,61.76,106.33,0.88,55.61,18.55,23.90,98.70,51.57,55.60,84.63,99.91,12.48
02.01.1840 14:25:00,42.75,4.43,60.92,83.55,115.92,55.07,51.97,57.04,89.37,68.95,65.36,37.67,101.26,43.66,107.39,44.12,14.74,82.85,85.67,84.47,26.52,19.53,81.13,29.92,97.01,7.92,71.29
02.01.1840 14:30:00,54.42,39.08,59.69,49.48,14.91,100.37,76.86,13.49,12.97,14.76,50.72,75.01,22.04,116.74,62.49,14.17,84.83,95.02,97.47,30.09,81.20,36.88,115.12,28.41,15.33,86.49,36.62
02.01.1840 14:35:00,23.85,84.06,92.62,23.40,100.42,97.80,52.36,1.99,6.69,48.14,86.71,92.30,10.02,101.23,31.76,33.84,67.49,48.61,4.26,59.87,76.77,16.88,99.96,20.99,109.88,28.89,3.75
02.01.1840 14:40:00,20.03,75.41,43.57,87.93,69.24,61.15,9.07,84.04,13.12,20.08,8.32,64.28,104.63,39.09,21.62,90.78,82.45,25.28,27.99,12.82,38.70,103.98,74.07,18.15,90.94,90.15,76.17
02.01.1840 14:45:00,2.88,56.36,92.88,5.48,20.12,40.15,108.36,112.80,59.96,56.66,9.20,40.40,105.41,35.44,44.35,111.90,112.12,80.90,27.08,3.17,52.33,8.26,117.36,59.29,98.57,57.83,14.95
02.01.1840 14:50:00,61.22,41.23,4.64,14.29,16.15,47.21,71.60,66.67,113.55,36.15,0.86,27.32,40.74,107.95,31.64,42.77,109.97,100.78,69.48,104.35,108.99,78.47,77.48,100.01,87.79,98.44,65.10
02.01.1840 14:55:00,66.38,15.49,49.93,21.88,94.82,51.02,18.59,9.86,119.49,76.11,90.26,12.18,64.60,101.60,49.56,21.20,63.53,68.98,58.59,59.86,113.69,22.98,65.78,14.01,39.17,118.97,69.80
02.01.1840 15:00:00,60.99,50.59,86.97,92.77,104.87,118.94,79.08,100.23,2.51,61.64,91.04,62.36,82.97,102.82,116.85,102.07,94.89,51.12,94.38,68.95,91.26,17.44,110.89,39.32,14.36,4.17,75.49
02.01.1840 15:05:00,35.11,1.09,49.78,5.90,57.46,37.01,108.80,102.22,92.56,97.67,119.76,0.90,105.64,36.34,104.67,101.27,34.38,52.43,8.15,70.24,32.20,79.36,61.37,35.65,51.70,30.31,101.48
02.01.1840 15:10:00,23.23,104.15,11.74,58.88,71.26,115.84,4.58,54.09,55.35,67.38,95.37,27.55,53.98,107.99,89.59,76.26,27.10,119.84,10.85,110.45,36.94,78.74,47.23,1.72,64.70,82.71,45.32
02.01.1840 15:15:00,49.94,54.90,39.42,45.57,10.06,85.42,63.78,95.70,110.97,30.96,84.78,24.10,66.65,47.28,100.58,26.74,63.76,83.13,85.03,116.68,57.68,21.42,19.77,91.49,15.60,94.37,78.83
02.01.1840 15:20:00,62.83,100.90,82.79,16.27,40.18,105.36,47.13,73.00,40.56,97.41,15.94,113.95,28.93,23.42,112.07,34.65,5.71,24.85,5.34,83.14,53.89,69.82,11.50,24.02,117.87,38.93,59.33
02.01.1840 15:25:00,50.88,38.32,102.09,68.38,115.15,107.04,1.62,89.53,45.90,42.05,73.48,79.13,40.74,26.98,49.30,105.76,40.11,108.41,23.95,93.47,39.35,26.94,31.75,99.25,95.98,88.37,90.43
02.01.1840 15:30:00,0.10,88.33,95.40,25.55,101.00,26.80,84.19,55.33,76.04,2.09,38.40,73.13,86.23,57.95,41.70,86.01,107.60,39.19,112.79,80.55,83.21,19.03,53.97,13.49,53.89,30.24,106.53
